# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 57K of event 'cache-references'
# Event count (approx.): 25866072
#
# Overhead  Command          Shared Object        Symbol                                                                                                                                                    
# ........  ...............  ...................  ..........................................................................................................................................................
#
     0.32%  G1 Refine#11     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.30%  G1 Refine#4      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.30%  G1 Refine#14     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.29%  G1 Refine#6      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.29%  java             perf-4811.map        [.] int pim.algorithm.BSTTester.evaluateCPU(int, int)
     0.27%  G1 Refine#5      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.26%  G1 Refine#12     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.24%  GC Thread#0      libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.24%  G1 Refine#4      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.24%  G1 Refine#8      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.24%  VM Thread        [kernel.kallsyms]    [k] perf_iterate_ctx
     0.24%  G1 Refine#18     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.24%  G1 Refine#13     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.22%  G1 Refine#0      libjvm.so            [.] G1HotCardCache::insert
     0.22%  java             perf-4811.map        [.] java.lang.Object java.util.HashMap.put(java.lang.Object, java.lang.Object)
     0.21%  G1 Refine#20     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.21%  G1 Refine#6      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.21%  G1 Refine#19     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.20%  G1 Refine#22     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.20%  G1 Refine#0      libjvm.so            [.] oopDesc::size_given_klass
     0.20%  GC Thread#12     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.20%  G1 Refine#7      libjvm.so            [.] OtherRegionsTable::add_reference
     0.19%  GC Thread#20     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.19%  G1 Refine#1      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.19%  G1 Refine#15     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.17%  G1 Refine#21     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.17%  GC Thread#7      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.17%  G1 Refine#17     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.16%  GC Thread#8      libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.16%  G1 Refine#16     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.15%  G1 Refine#8      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.15%  GC Thread#2      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.14%  G1 Refine#10     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.13%  GC Thread#2      libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.13%  G1 Refine#1      [kernel.kallsyms]    [k] copy_page
     0.13%  G1 Refine#2      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.12%  GC Thread#11     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.12%  GC Thread#14     libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.12%  G1 Refine#2      libjvm.so            [.] G1HotCardCache::insert
     0.12%  G1 Refine#7      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.11%  java             [kernel.kallsyms]    [k] clear_page_erms
     0.11%  java             [kernel.kallsyms]    [k] perf_event_alloc
     0.11%  G1 Refine#4      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.11%  java             perf-4811.map        [.] int pim.algorithm.BSTTester.evaluateCPU(int, int)
     0.11%  G1 Refine#3      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.10%  G1 Refine#8      libjvm.so            [.] OtherRegionsTable::add_reference
     0.10%  GC Thread#22     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.10%  C1 CompilerThre  [kernel.kallsyms]    [k] perf_iterate_ctx
     0.10%  G1 Refine#7      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.10%  GC Thread#19     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.10%  java             perf-4811.map        [.] int java.lang.Integer.hashCode()
     0.09%  G1 Refine#3      libjvm.so            [.] G1HotCardCache::insert
     0.09%  GC Thread#3      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.09%  G1 Refine#0      libjvm.so            [.] G1CardCounts::add_card_count
     0.09%  GC Thread#11     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.09%  G1 Refine#14     libjvm.so            [.] OtherRegionsTable::add_reference
     0.09%  C2 CompilerThre  [kernel.kallsyms]    [k] perf_iterate_ctx
     0.09%  java             [kernel.kallsyms]    [k] __init_waitqueue_head
     0.09%  G1 Refine#2      libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.09%  G1 Refine#9      libjvm.so            [.] OtherRegionsTable::add_reference
     0.09%  GC Thread#5      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.09%  GC Thread#18     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.08%  GC Thread#13     [kernel.kallsyms]    [k] clear_page_erms
     0.08%  GC Thread#12     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.08%  GC Thread#22     [kernel.kallsyms]    [k] clear_page_erms
     0.08%  GC Thread#16     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.08%  G1 Refine#0      libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.08%  G1 Refine#1      libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.08%  G1 Refine#6      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.08%  GC Thread#22     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.07%  GC Thread#19     [kernel.kallsyms]    [k] clear_page_erms
     0.07%  G1 Refine#14     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.07%  G1 Refine#9      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.07%  java             perf-4811.map        [.] pim.algorithm.BSTBuilder$Pair pim.algorithm.IntIntValuePairGenerator.genPair()
     0.07%  GC Thread#17     [kernel.kallsyms]    [k] clear_page_erms
     0.07%  java             perf-4811.map        [.] java.util.ArrayList pim.algorithm.BSTBuilder$BaseKeyValuePairGenerator.genPairs(int)
     0.07%  GC Thread#21     [kernel.kallsyms]    [k] clear_page_erms
     0.07%  GC Thread#6      [kernel.kallsyms]    [k] clear_page_erms
     0.07%  GC Thread#11     [kernel.kallsyms]    [k] clear_page_erms
     0.07%  GC Thread#10     [kernel.kallsyms]    [k] clear_page_erms
     0.07%  GC Thread#4      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.07%  GC Thread#2      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.07%  GC Thread#4      [kernel.kallsyms]    [k] clear_page_erms
     0.07%  GC Thread#13     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.07%  G1 Refine#1      libjvm.so            [.] G1HotCardCache::insert
     0.07%  GC Thread#18     [kernel.kallsyms]    [k] clear_page_erms
     0.07%  java             perf-4811.map        [.] java.util.HashMap$Node[] java.util.HashMap.resize()
     0.07%  G1 Refine#10     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.07%  GC Thread#7      [kernel.kallsyms]    [k] clear_page_erms
     0.07%  GC Thread#8      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.07%  G1 Refine#5      libjvm.so            [.] G1HotCardCache::insert
     0.07%  GC Thread#9      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.07%  G1 Refine#5      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.07%  G1 Refine#5      libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.07%  G1 Refine#17     libjvm.so            [.] OtherRegionsTable::add_reference
     0.07%  G1 Refine#4      libjvm.so            [.] G1HotCardCache::insert
     0.06%  GC Thread#2      [kernel.kallsyms]    [k] clear_page_erms
     0.06%  G1 Refine#16     libjvm.so            [.] OtherRegionsTable::add_reference
     0.06%  G1 Refine#21     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.06%  G1 Refine#12     libjvm.so            [.] OtherRegionsTable::add_reference
     0.06%  GC Thread#12     [kernel.kallsyms]    [k] clear_page_erms
     0.06%  java             [kernel.kallsyms]    [k] get_page_from_freelist
     0.06%  G1 Refine#10     libjvm.so            [.] OtherRegionsTable::add_reference
     0.06%  GC Thread#8      [kernel.kallsyms]    [k] clear_page_erms
     0.06%  G1 Refine#15     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.06%  GC Thread#20     [kernel.kallsyms]    [k] clear_page_erms
     0.06%  G1 Refine#3      libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.06%  G1 Refine#19     libjvm.so            [.] OtherRegionsTable::add_reference
     0.06%  G1 Refine#4      libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.06%  GC Thread#3      [kernel.kallsyms]    [k] clear_page_erms
     0.06%  G1 Refine#1      libjvm.so            [.] G1CardCounts::add_card_count
     0.06%  GC Thread#15     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.06%  GC Thread#5      [kernel.kallsyms]    [k] clear_page_erms
     0.06%  G1 Refine#13     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.06%  GC Thread#15     [kernel.kallsyms]    [k] clear_page_erms
     0.06%  GC Thread#17     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.05%  G1 Refine#19     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  GC Thread#21     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.05%  G1 Refine#8      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.05%  G1 Refine#18     libjvm.so            [.] OtherRegionsTable::add_reference
     0.05%  G1 Refine#13     libjvm.so            [.] OtherRegionsTable::add_reference
     0.05%  G1 Refine#16     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.05%  GC Thread#14     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.05%  GC Thread#18     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.05%  GC Thread#10     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.05%  G1 Refine#17     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  GC Thread#22     [kernel.kallsyms]    [k] get_page_from_freelist
     0.05%  java             [kernel.kallsyms]    [k] mutex_unlock
     0.05%  G1 Refine#18     [kernel.kallsyms]    [k] perf_iterate_ctx
     0.05%  G1 Refine#15     libjvm.so            [.] OtherRegionsTable::add_reference
     0.05%  G1 Refine#20     libjvm.so            [.] OtherRegionsTable::add_reference
     0.05%  G1 Refine#5      libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.05%  java             [kernel.kallsyms]    [k] __list_add_valid
     0.05%  GC Thread#9      [kernel.kallsyms]    [k] clear_page_erms
     0.05%  G1 Refine#0      [kernel.kallsyms]    [k] perf_iterate_ctx
     0.05%  GC Thread#2      libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.05%  G1 Refine#21     libjvm.so            [.] OtherRegionsTable::add_reference
     0.05%  G1 Refine#6      libjvm.so            [.] G1HotCardCache::insert
     0.05%  GC Thread#7      [kernel.kallsyms]    [k] get_page_from_freelist
     0.05%  G1 Refine#2      libjvm.so            [.] G1CardCounts::add_card_count
     0.04%  GC Thread#1      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.04%  GC Thread#14     [kernel.kallsyms]    [k] clear_page_erms
     0.04%  GC Thread#6      libjvm.so            [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.04%  GC Thread#14     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  G1 Refine#11     libjvm.so            [.] OtherRegionsTable::add_reference
     0.04%  java             [kernel.kallsyms]    [k] select_task_rq_fair
     0.04%  C2 CompilerThre  libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.04%  java             [kernel.kallsyms]    [k] copy_page
     0.04%  GC Thread#16     [kernel.kallsyms]    [k] clear_page_erms
     0.04%  GC Thread#11     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  G1 Refine#6      [kernel.kallsyms]    [k] perf_iterate_ctx
     0.04%  GC Thread#16     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.04%  G1 Refine#14     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#6      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.04%  GC Thread#10     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  G1 Refine#11     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.04%  GC Thread#18     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#13     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  GC Thread#7      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.04%  java             perf-4811.map        [.] pim.algorithm.TreeNode pim.algorithm.BSTBuilder.buildCPUTree(java.util.ArrayList)
     0.04%  G1 Refine#10     [kernel.kallsyms]    [k] perf_iterate_ctx
     0.04%  G1 Refine#20     [kernel.kallsyms]    [k] perf_iterate_ctx
     0.04%  GC Thread#19     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  G1 Refine#17     [kernel.kallsyms]    [k] perf_iterate_ctx
     0.04%  G1 Refine#3      libjvm.so            [.] G1CardCounts::add_card_count
     0.04%  GC Thread#0      libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  G1 Refine#15     [kernel.kallsyms]    [k] perf_iterate_ctx
     0.04%  G1 Refine#16     [kernel.kallsyms]    [k] perf_iterate_ctx
     0.04%  G1 Refine#18     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#1      [kernel.kallsyms]    [k] clear_page_erms
     0.04%  G1 Refine#13     [kernel.kallsyms]    [k] perf_iterate_ctx
     0.04%  G1 Refine#7      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.04%  GC Thread#2      [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  G1 Refine#3      libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.04%  G1 Refine#0      libjvm.so            [.] G1DirtyCardQueueSet::refine_buffer
     0.04%  G1 Refine#12     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.04%  G1 Refine#12     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#0      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.04%  java             [kernel.kallsyms]    [k] copy_user_enhanced_fast_string
     0.04%  GC Thread#21     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  G1 Refine#8      [kernel.kallsyms]    [k] perf_iterate_ctx
     0.03%  GC Thread#3      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.03%  C2 CompilerThre  libjvm.so            [.] IndexSet::initialize
     0.03%  G1 Refine#22     libjvm.so            [.] OtherRegionsTable::add_reference
     0.03%  G1 Refine#9      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.03%  GC Thread#9      [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  G1 Refine#4      [kernel.kallsyms]    [k] perf_iterate_ctx
     0.03%  GC Thread#20     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.03%  G1 Refine#19     [kernel.kallsyms]    [k] perf_iterate_ctx
     0.03%  G1 Refine#21     libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.03%  GC Thread#9      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.03%  GC Thread#20     [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  G1 Refine#20     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  G1 Refine#22     libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
