# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 87K of event 'LLC-load-misses'
# Event count (approx.): 55882979
#
# Overhead  Command          Shared Object        Symbol                                                                                                                                                                       
# ........  ...............  ...................  .............................................................................................................................................................................
#
     0.63%  GC Thread#17     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.62%  GC Thread#13     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.62%  GC Thread#9      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.61%  GC Thread#19     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.61%  GC Thread#21     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.60%  GC Thread#21     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.60%  GC Thread#6      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.60%  GC Thread#1      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.60%  GC Thread#8      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.60%  GC Thread#5      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.60%  GC Thread#13     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.60%  GC Thread#3      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.60%  GC Thread#4      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.59%  GC Thread#0      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.58%  GC Thread#22     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.58%  java             libjvm.so            [.] acl_CopyRight
     0.58%  GC Thread#2      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.58%  GC Thread#20     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.57%  GC Thread#14     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.57%  GC Thread#10     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.57%  GC Thread#15     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.56%  GC Thread#11     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.54%  GC Thread#7      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.54%  GC Thread#1      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.54%  GC Thread#14     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.52%  GC Thread#12     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.51%  GC Thread#18     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.49%  GC Thread#5      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.48%  java             perf-18936.map       [.] java.lang.String[] java.lang.String.split(java.lang.String, int)
     0.48%  GC Thread#7      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.46%  GC Thread#9      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.42%  GC Thread#9      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.42%  GC Thread#6      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.41%  GC Thread#7      libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.41%  GC Thread#21     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.41%  GC Thread#22     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.38%  GC Thread#15     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.37%  GC Thread#8      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.36%  GC Thread#2      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.36%  GC Thread#12     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.35%  GC Thread#18     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.35%  GC Thread#18     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.34%  GC Thread#10     [kernel.kallsyms]    [k] copy_page
     0.34%  GC Thread#0      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.33%  GC Thread#8      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.33%  java             perf-18936.map       [.] boolean java.lang.StringCoding.hasNegatives(byte[], int, int)
     0.32%  GC Thread#17     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.32%  GC Thread#0      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.31%  GC Thread#2      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.30%  GC Thread#10     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.30%  GC Thread#11     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.29%  GC Thread#22     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.28%  GC Thread#10     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.25%  GC Thread#13     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.24%  GC Thread#9      [kernel.kallsyms]    [k] copy_page
     0.24%  java             [kernel.kallsyms]    [k] find_get_entry
     0.23%  GC Thread#16     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.22%  java             perf-18936.map       [.] Interpreter
     0.22%  GC Thread#19     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.21%  GC Thread#7      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.20%  GC Thread#4      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.19%  GC Thread#3      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.19%  java             [kernel.kallsyms]    [k] __free_pages_ok
     0.19%  java             perf-18936.map       [.] int java.lang.Integer.parseInt(java.lang.String, int)
     0.19%  GC Thread#6      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.18%  GC Thread#15     libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.17%  java             perf-18936.map       [.] java.lang.Object[] application.bst.BSTBuilder.deserialize(java.io.BufferedReader, char[], int[])
     0.17%  GC Thread#1      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.16%  G1 Refine#0      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.14%  java             perf-18936.map       [.] boolean java.lang.String.equals(java.lang.Object)
     0.14%  GC Thread#5      libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.13%  java             [kernel.kallsyms]    [k] migrate_page_copy
     0.13%  GC Thread#12     [kernel.kallsyms]    [k] copy_page
     0.12%  GC Thread#14     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.12%  GC Thread#14     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.11%  GC Thread#20     libjvm.so            [.] G1ParScanThreadState::steal_and_trim_queue
     0.11%  G1 Refine#1      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.11%  G1 Refine#2      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.09%  GC Thread#20     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.09%  GC Thread#3      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.09%  G1 Refine#3      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.08%  G1 Refine#4      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.08%  GC Thread#5      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.08%  GC Thread#19     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.08%  java             [kernel.kallsyms]    [k] rcu_all_qs
     0.08%  GC Thread#4      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.07%  GC Thread#12     [kernel.kallsyms]    [k] get_page_from_freelist
     0.07%  G1 Refine#5      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.07%  GC Thread#1      [kernel.kallsyms]    [k] copy_page
     0.07%  VM Thread        [kernel.kallsyms]    [k] copy_page
     0.07%  GC Thread#20     [kernel.kallsyms]    [k] copy_page
     0.07%  GC Thread#15     [kernel.kallsyms]    [k] copy_page
     0.07%  GC Thread#3      [kernel.kallsyms]    [k] get_page_from_freelist
     0.07%  GC Thread#16     [kernel.kallsyms]    [k] get_page_from_freelist
     0.07%  GC Thread#6      [kernel.kallsyms]    [k] copy_page
     0.07%  GC Thread#7      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.06%  GC Thread#21     [kernel.kallsyms]    [k] copy_page
     0.06%  GC Thread#16     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.06%  GC Thread#13     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.06%  GC Thread#1      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.06%  G1 Refine#6      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.06%  GC Thread#8      [kernel.kallsyms]    [k] copy_page
     0.06%  GC Thread#19     [kernel.kallsyms]    [k] copy_page
     0.06%  GC Thread#4      [kernel.kallsyms]    [k] copy_page
     0.06%  GC Thread#6      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.06%  GC Thread#3      [kernel.kallsyms]    [k] copy_page
     0.06%  GC Thread#16     [kernel.kallsyms]    [k] copy_page
     0.06%  GC Thread#4      [kernel.kallsyms]    [k] get_page_from_freelist
     0.06%  G1 Refine#7      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.05%  GC Thread#13     [kernel.kallsyms]    [k] get_page_from_freelist
     0.05%  GC Thread#9      [kernel.kallsyms]    [k] get_page_from_freelist
     0.05%  GC Thread#22     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.05%  java             perf-18936.map       [.] boolean java.lang.StringCoding.hasNegatives(byte[], int, int)
     0.05%  G1 Refine#8      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.05%  DPU_WORK_0200    [kernel.kallsyms]    [k] free_pages_and_swap_cache
     0.04%  java             libjvm.so            [.] InstanceKlass::find_method_index
     0.04%  GC Thread#20     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  GC Thread#1      [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  GC Thread#13     [kernel.kallsyms]    [k] copy_page
     0.04%  DPU_WORK_0200    [kernel.kallsyms]    [k] unmap_page_range
     0.04%  GC Thread#19     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  GC Thread#6      [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  G1 Refine#9      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.04%  GC Thread#11     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  GC Thread#2      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.04%  GC Thread#10     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  G1 Refine#13     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.04%  GC Thread#12     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.04%  G1 Refine#10     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.04%  GC Thread#17     [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  GC Thread#10     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.04%  GC Thread#0      [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  java             perf-18936.map       [.] java.lang.String[] java.lang.String.split(java.lang.String, int)
     0.04%  G1 Refine#11     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.04%  java             [kernel.kallsyms]    [k] __activate_page
     0.04%  GC Thread#7      [kernel.kallsyms]    [k] get_page_from_freelist
     0.04%  VM Thread        libjvm.so            [.] G1PageBasedVirtualSpace::commit
     0.03%  GC Thread#10     libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.03%  GC Thread#21     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.03%  G1 Refine#15     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.03%  G1 Refine#12     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.03%  VM Thread        [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  GC Thread#21     [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  GC Thread#15     [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  GC Thread#5      [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  G1 Refine#14     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.03%  GC Thread#0      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.03%  GC Thread#2      [kernel.kallsyms]    [k] get_page_from_freelist
     0.03%  GC Thread#9      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.03%  GC Thread#18     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.03%  G1 Refine#18     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.03%  G1 Refine#16     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.03%  java             perf-18936.map       [.] boolean java.lang.StringLatin1.equals(byte[], byte[])
     0.03%  GC Thread#8      libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.03%  C1 CompilerThre  libjvm.so            [.] InstanceKlass::find_method_index
     0.03%  java             perf-18936.map       [.] java.util.ArrayList application.bst.BSTTester.readIntergerArrayList(java.lang.String)
     0.02%  G1 Refine#17     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.02%  G1 Refine#20     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.02%  GC Thread#18     [kernel.kallsyms]    [k] get_page_from_freelist
     0.02%  DPU_WORK_0200    [kernel.kallsyms]    [k] free_transhuge_page
     0.02%  C2 CompilerThre  [kernel.kallsyms]    [k] copy_page
     0.02%  DPU_WORK_0200    [kernel.kallsyms]    [k] mark_page_accessed
     0.02%  GC Thread#8      [kernel.kallsyms]    [k] get_page_from_freelist
     0.02%  GC Thread#16     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.02%  DPU_WORK_0400    libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
     0.02%  GC Thread#22     [kernel.kallsyms]    [k] get_page_from_freelist
     0.02%  G1 Refine#19     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.02%  java             libjvm.so            [.] SymbolTable::lookup_shared
     0.02%  GC Thread#14     [kernel.kallsyms]    [k] get_page_from_freelist
     0.02%  DPU_WORK_0300    libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
     0.02%  java             [kernel.kallsyms]    [k] change_protection
     0.02%  GC Thread#13     [kernel.kallsyms]    [k] __free_pages_ok
     0.02%  java             libjvm.so            [.] Dictionary::find
     0.02%  DPU_WORK_0100    libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
     0.02%  DPU_WORK_0200    libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
     0.02%  G1 Refine#21     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.02%  java             perf-18936.map       [.] java.lang.String java.lang.StringLatin1.newString(byte[], int, int)
     0.02%  DPU_WORK_0000    libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
     0.02%  GC Thread#15     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.02%  java             [kernel.kallsyms]    [k] _cond_resched
     0.02%  java             [kernel.kallsyms]    [k] do_huge_pmd_numa_page
     0.02%  java             perf-18936.map       [.] int application.bst.TreeNode.search(int)
     0.02%  java             libjvm.so            [.] Unsafe_CompareAndSetInt
     0.02%  java             [kernel.kallsyms]    [k] copyout
     0.02%  GC Thread#7      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.02%  java             libjvm.so            [.] AdapterHandlerLibrary::get_simple_adapter
     0.02%  G1 Refine#22     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.01%  G1 Refine#2      libjvm.so            [.] OtherRegionsTable::add_reference
     0.01%  G1 Refine#0      libjvm.so            [.] OtherRegionsTable::add_reference
     0.01%  GC Thread#20     [kernel.kallsyms]    [k] change_protection
     0.01%  java             [kernel.kallsyms]    [k] __list_del_entry_valid
     0.01%  C2 CompilerThre  libjvm.so            [.] IndexSet::initialize
     0.01%  GC Thread#10     [kernel.kallsyms]    [k] rcu_check_callbacks
     0.01%  GC Thread#6      libjvm.so            [.] PtrQueueSet::try_enqueue
     0.01%  GC Thread#13     [kernel.kallsyms]    [k] migrate_page_copy
     0.01%  C2 CompilerThre  libjvm.so            [.] Compile::identify_useful_nodes
     0.01%  GC Thread#1      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  GC Thread#10     [kernel.kallsyms]    [k] __free_pages_ok
     0.01%  GC Thread#4      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  GC Thread#20     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  GC Thread#21     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  java             [kernel.kallsyms]    [k] perf_iterate_ctx
     0.01%  G1 Refine#1      libjvm.so            [.] OtherRegionsTable::add_reference
     0.01%  GC Thread#10     [kernel.kallsyms]    [k] migrate_page_copy
     0.01%  GC Thread#11     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  G1 Refine#10     libjvm.so            [.] OtherRegionsTable::add_reference
     0.01%  C2 CompilerThre  libjvm.so            [.] Matcher::pd_clone_node
     0.01%  DPU_WORK_0200    [kernel.kallsyms]    [k] free_pcppages_bulk
     0.01%  GC Thread#12     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  java             perf-18936.map       [.] java.lang.Object[] application.bst.BSTBuilder.deserialize(java.io.BufferedReader, char[], int[])
     0.01%  java             [kernel.kallsyms]    [k] __ptep_modify_prot_start
     0.01%  GC Thread#10     libjvm.so            [.] CodeCache::find_blob
     0.01%  java             perf-18936.map       [.] boolean java.lang.String.equals(java.lang.Object)
     0.01%  G1 Refine#1      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  C2 CompilerThre  libjvm.so            [.] InstanceKlass::find_method_index
     0.01%  C2 CompilerThre  libjvm.so            [.] Dict::Dict
     0.01%  java             libjvm.so            [.] ThreadLocalAllocBuffer::fill
     0.01%  GC Thread#3      [kernel.kallsyms]    [k] __handle_mm_fault
     0.01%  G1 Refine#13     libjvm.so            [.] OtherRegionsTable::add_reference
     0.01%  GC Thread#11     libjvm.so            [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.01%  GC Thread#4      libjvm.so            [.] G1FreeHumongousRegionClosure::do_heap_region
     0.01%  GC Thread#3      [kernel.kallsyms]    [k] __free_pages_ok
     0.01%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::sched_call
     0.01%  java             [kernel.kallsyms]    [k] clear_page_erms
     0.01%  GC Thread#21     libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.01%  C1 CompilerThre  [kernel.kallsyms]    [k] copy_page
     0.01%  G1 Refine#8      libjvm.so            [.] OtherRegionsTable::add_reference
     0.01%  C1 CompilerThre  libjvm.so            [.] vmSymbols::find_sid
     0.01%  GC Thread#5      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.01%  GC Thread#9      libjvm.so            [.] frame::oops_interpreted_do
     0.01%  java             perf-18936.map       [.] int application.bst.BSTTester.queryInTree(int, application.bst.TreeNode)
     0.01%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::gather_lrg_masks
     0.01%  C1 CompilerThre  libjvm.so            [.] CompilationPolicy::select_task
     0.01%  GC Thread#3      libjvm.so            [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.01%  GC Thread#16     [kernel.kallsyms]    [k] smp_call_function_many
     0.01%  java             [kernel.kallsyms]    [k] _raw_spin_lock
     0.01%  C2 CompilerThre  libc-2.28.so         [.] memcpy@GLIBC_2.2.5
     0.01%  G1 Refine#6      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  java             libjvm.so            [.] HandleMark::initialize
     0.01%  G1 Refine#9      libjvm.so            [.] OtherRegionsTable::add_reference
     0.01%  java             [kernel.kallsyms]    [k] update_cfs_rq_h_load
     0.01%  GC Thread#10     libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  C1 CompilerThre  [kernel.kallsyms]    [k] perf_iterate_ctx
     0.01%  GC Thread#16     [kernel.kallsyms]    [k] clear_page_erms
     0.01%  java             [kernel.kallsyms]    [k] mem_cgroup_page_lruvec
     0.01%  G1 Refine#3      libjvm.so            [.] OtherRegionsTable::add_reference
     0.01%  G1 Refine#14     libjvm.so            [.] OtherRegionsTable::add_reference
